
****** xsim v2026.1 (64-bit)
  **** SW Build 6511674 on Tue Jun 16 11:02:23 MDT 2026
  **** IP Build 6504888 on Tue Jun 09 09:05:25 MDT 2026
  **** SharedData Build 6501428 on Mon Jun 08 17:34:18 MDT 2026
  **** Start of session at: Wed Aug 26 09:31:16 2026
    ** Copyright 1986-2022 Xilinx, Inc. All Rights Reserved.
    ** Copyright 2022-2026 Advanced Micro Devices, Inc. All Rights Reserved.

source xsim.dir/e2r_cdc_ar_xsim/xsim_script.tcl
# xsim {e2r_cdc_ar_xsim} -autoloadwcfg -runall
Time resolution is 1 ps
run -all
E2R-CDC-AR-XSIM-00 F1f START m_period=80ns s_period=10ns window=50
T=5000 m_clk=0 s_clk=1 m_rst_n=0 s_rst_n=0 | m_arv=0 m_arr=0 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=3895000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=3905000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=3915000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=3925000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=3935000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=3945000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=3955000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=3960000 m_clk=1 s_clk=0 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=3965000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=3975000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=3985000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=3995000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4005000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4015000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4025000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4035000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4040000 m_clk=1 s_clk=0 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4045000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4055000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4065000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4075000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4085000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4095000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4105000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4115000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4120000 m_clk=1 s_clk=0 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4125000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4135000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4145000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4155000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4165000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4175000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4185000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4195000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4200000 m_clk=1 s_clk=0 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4205000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4215000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4225000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4235000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4245000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4255000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4265000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4275000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4280000 m_clk=1 s_clk=0 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4285000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4295000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4305000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4315000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4325000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4335000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4345000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4355000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4360000 m_clk=1 s_clk=0 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4365000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4375000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4385000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4395000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4405000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4415000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4425000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4435000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4440000 m_clk=1 s_clk=0 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4445000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4455000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4465000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4475000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4485000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4495000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4505000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4515000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4520000 m_clk=1 s_clk=0 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4525000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4535000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4545000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4555000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4565000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4575000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4585000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4595000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4600000 m_clk=1 s_clk=0 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4605000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4615000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4625000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4635000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4645000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4655000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4665000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4675000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4680000 m_clk=1 s_clk=0 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4685000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4695000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4705000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4715000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4725000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4735000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4745000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4755000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4760000 m_clk=1 s_clk=0 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4765000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4775000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4785000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4795000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4805000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4815000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4825000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4835000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4840000 m_clk=1 s_clk=0 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4845000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4855000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4865000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
